"datum";"Â";"CDU/CSU";"SPD";"GRÃœNE";"FDP";"PDS";"Sonstige";"Â";"Befragte";"Zeitraum";"institut";"url"
"15.08.2003";"Â";"45 %";"30 %";"10 %";"8 %";"3 %";"4 %";"Â";"1.000";"12.08.â€“14.08.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"08.08.2003";"Â";"46 %";"30 %";"10 %";"7 %";"4 %";"3 %";"Â";"1.000";"05.08.â€“07.08.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"01.08.2003";"Â";"46 %";"31 %";"9 %";"6 %";"4 %";"4 %";"Â";"1.200";"28.07.â€“30.07.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"25.07.2003";"Â";"45 %";"31 %";"10 %";"7 %";"4 %";"3 %";"Â";"1.000";"22.07.â€“23.07.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"18.07.2003";"Â";"46 %";"31 %";"10 %";"6 %";"4 %";"3 %";"Â";"1.000";"15.07.â€“16.07.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"11.07.2003";"Â";"46 %";"32 %";"9 %";"6 %";"4 %";"3 %";"Â";"1.000";"08.07.â€“09.07.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"04.07.2003";"Â";"47 %";"30 %";"10 %";"7 %";"4 %";"2 %";"Â";"1.200";"30.06.â€“02.07.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"27.06.2003";"Â";"47 %";"30 %";"10 %";"6 %";"4 %";"3 %";"Â";"1.000";"24.06.â€“25.06.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"20.06.2003";"Â";"48 %";"30 %";"9 %";"6 %";"4 %";"3 %";"Â";"1.000";"17.06.â€“18.06.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"13.06.2003";"Â";"47 %";"29 %";"10 %";"7 %";"4 %";"3 %";"Â";"1.000";"10.06.â€“11.06.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"06.06.2003";"Â";"47 %";"29 %";"10 %";"7 %";"4 %";"3 %";"Â";"1.200";"02.06.â€“04.06.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"30.05.2003";"Â";"46 %";"30 %";"11 %";"7 %";"4 %";"2 %";"Â";"1.000";"26.05.â€“27.05.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"23.05.2003";"Â";"47 %";"28 %";"10 %";"8 %";"4 %";"3 %";"Â";"1.000";"20.05.â€“22.05.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"16.05.2003";"Â";"48 %";"27 %";"10 %";"8 %";"4 %";"3 %";"Â";"1.000";"13.05.â€“15.05.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"09.05.2003";"Â";"47 %";"29 %";"11 %";"7 %";"4 %";"2 %";"Â";"1.000";"06.05.â€“07.05.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"02.05.2003";"Â";"48 %";"28 %";"10 %";"7 %";"4 %";"3 %";"Â";"1.000";"28.04.â€“30.04.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"25.04.2003";"Â";"46 %";"30 %";"12 %";"6 %";"3 %";"3 %";"Â";"1.000";"22.04.â€“23.04.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"18.04.2003";"Â";"47 %";"30 %";"11 %";"5 %";"4 %";"3 %";"Â";"1.000";"14.04.â€“15.04.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"11.04.2003";"Â";"46 %";"31 %";"10 %";"6 %";"3 %";"4 %";"Â";"1.000";"08.04.â€“09.04.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"04.04.2003";"Â";"45 %";"31 %";"11 %";"6 %";"3 %";"4 %";"Â";"1.300";"31.03.â€“02.04.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"28.03.2003";"Â";"46 %";"31 %";"11 %";"5 %";"3 %";"4 %";"Â";"1.000";"25.03.â€“27.03.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"21.03.2003";"Â";"47 %";"30 %";"10 %";"5 %";"4 %";"4 %";"Â";"1.000";"18.03.â€“20.03.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"14.03.2003";"Â";"49 %";"28 %";"11 %";"6 %";"3 %";"3 %";"Â";"1.000";"11.03.â€“12.03.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"07.03.2003";"Â";"49 %";"27 %";"12 %";"6 %";"3 %";"3 %";"Â";"1.300";"04.03.â€“05.03.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"28.02.2003";"Â";"49 %";"28 %";"11 %";"6 %";"4 %";"2 %";"Â";"1.000";"25.02.â€“27.02.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"21.02.2003";"Â";"49 %";"28 %";"11 %";"6 %";"3 %";"3 %";"Â";"1.000";"Â";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"14.02.2003";"Â";"49 %";"27 %";"12 %";"6 %";"3 %";"3 %";"Â";"1.000";"11.02.â€“12.02.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"07.02.2003";"Â";"49 %";"28 %";"11 %";"6 %";"3 %";"3 %";"Â";"1.300";"04.02.â€“05.02.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"31.01.2003";"Â";"47 %";"30 %";"10 %";"7 %";"3 %";"3 %";"Â";"1.000";"27.01.â€“29.01.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"24.01.2003";"Â";"47 %";"30 %";"10 %";"7 %";"3 %";"3 %";"Â";"Â";"Â";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"17.01.2003";"Â";"47 %";"30 %";"11 %";"6 %";"3 %";"3 %";"Â";"1.000";"13.01.â€“15.01.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"10.01.2003";"Â";"48 %";"29 %";"12 %";"5 %";"3 %";"3 %";"Â";"1.000";"07.01.â€“09.01.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
"03.01.2003";"Â";"47 %";"31 %";"10 %";"5 %";"4 %";"3 %";"Â";"1.000";"02.01.";"dimap";"http://www.wahlrecht.de/umfragen/dimap/2003.htm"
